"date","receiver","sender","name","mcc","count"
"14.11.2016","GB","UA","Charitable and Social Service Organizations","8398","640"
"04.11.2016","RU","GB","Stores and Shops","5200","105"
"04.11.2016","GB","AU","Charitable and Social Service Organizations","8398","220"
"14.10.2016","RU","AE","Dating","7273","3"
"21.10.2016","UA","US","Taxicabs and Limousines","4121","4"
"26.09.2016","GB","UZ","Charitable and Social Service Organizations","8398","16"
"18.11.2016","GB","PE","Dating","7273","81"
"08.12.2016","RU","US","Dating","7273","20"
"04.12.2016","GB","SA","Charitable and Social Service Organizations","8398","18"
"25.10.2016","GB","UA","Computer Maintenance and Programming","7379","264"
"17.10.2016","ES","LV","Management, Consulting, and Advertising Services","7311","54"
"27.09.2016","RU","US","Computer Maintenance and Programming","7379","12"
"27.11.2016","UA","DE","Florists","5193","8"
"22.09.2016","RU","GE","Car Rental Companies","7512","9"
"02.12.2016","UA","RU","Tickets and Travel","7922","24"
"10.09.2016","UA","NO","Education","8299","8"
"22.10.2016","GB","BR","Charitable and Social Service Organizations","8398","96"
"09.11.2016","UA","CA","Education","8299","30"
"01.11.2016","RU","SE","Education","8299","11"
"04.11.2016","UA","NL","Florists","5193","6"
"19.11.2016","LV","KZ","Professional and Personal Services","8999","12"
"08.10.2016","GB","SK","Computer Maintenance and Programming","7379","11"
"23.10.2016","GB","DE","Computer Maintenance and Programming","7379","12"
"12.09.2016","RU","DE","Dating","7273","15"
"16.09.2016","RU","JP","Computer Maintenance and Programming","7379","1"
"14.09.2016","LV","RU","Professional and Personal Services","8999","585"
"11.09.2016","GB","UA","Computer Maintenance and Programming","7379","380"
"27.09.2016","GB","UG","Charitable and Social Service Organizations","8398","18"
"17.11.2016","GB","KZ","Computer Maintenance and Programming","7379","4"
"12.10.2016","UA","CA","Education","8299","2"
"27.10.2016","GB","NG","Management, Consulting, and Advertising Services","7311","700"
"27.09.2016","GB","TT","Charitable and Social Service Organizations","8398","30"
"21.11.2016","UA","LV","Computer Maintenance and Programming","7379","5"
"21.10.2016","EE","AZ","Telecommunication Services","4814","32"
"02.11.2016","GB","MT","Charitable and Social Service Organizations","8398","57"
"23.11.2016","GB","NZ","Charitable and Social Service Organizations","8398","160"
"13.11.2016","GB","CA","Computer Maintenance and Programming","7379","10"
"28.09.2016","GB","IL","Computer Maintenance and Programming","7379","20"
"14.11.2016","GB","LV","Charitable and Social Service Organizations","8398","252"
"25.10.2016","GB","LV","Computer Maintenance and Programming","7379","72"
"15.11.2016","GB","GR","Charitable and Social Service Organizations","8398","51"
"13.10.2016","GB","TR","Charitable and Social Service Organizations","8398","42"
"20.10.2016","UA","RU","Tickets and Travel","7922","3"
"14.10.2016","RU","IT","Stores and Shops","5200","20"
"30.10.2016","UA","ES","Education","8299","4"
"22.11.2016","UA","NL","Tickets and Travel","7922","11"
"08.10.2016","RU","GE","Dating","7273","14"
"03.11.2016","GB","ZM","Charitable and Social Service Organizations","8398","15"
"26.11.2016","GB","CA","Charitable and Social Service Organizations","8398","333"
"30.11.2016","GB","ES","Charitable and Social Service Organizations","8398","63"
"13.10.2016","UA","IT","Florists","5193","10"
"15.10.2016","RU","AZ","Dating","7273","5"
"09.11.2016","LV","KZ","Professional and Personal Services","8999","42"
"16.09.2016","GB","CR","Charitable and Social Service Organizations","8398","42"
"07.10.2016","RU","US","Computer Maintenance and Programming","7379","135"
"12.11.2016","GB","MA","Charitable and Social Service Organizations","8398","28"
"03.10.2016","UA","BY","Education","8299","8"
"17.10.2016","GB","CO","Charitable and Social Service Organizations","8398","6"
"05.12.2016","UA","CA","Florists","5193","36"
"29.11.2016","UA","CY","Education","8299","12"
"12.09.2016","UA","US","Tickets and Travel","7922","3"
"15.10.2016","DE","RU","Furniture","7011","6"
"20.10.2016","GB","NA","Charitable and Social Service Organizations","8398","9"
"24.11.2016","GB","NZ","Charitable and Social Service Organizations","8398","56"
"27.09.2016","RU","BG","Dating","7273","10"
"29.10.2016","UA","TR","Computer Maintenance and Programming","7379","5"
"28.10.2016","GB","CA","Charitable and Social Service Organizations","8398","328"
"02.12.2016","LV","UA","Professional and Personal Services","8999","963"
"18.11.2016","UA","RU","Stores and Shops","5200","4"
"03.10.2016","GB","AT","Charitable and Social Service Organizations","8398","10"
"20.10.2016","UA","DE","Hotels, Motels, Resorts","7011","7"
"02.10.2016","GB","NG","Charitable and Social Service Organizations","8398","644"
"21.11.2016","GB","HR","Charitable and Social Service Organizations","8398","15"
"27.09.2016","GB","US","Charitable and Social Service Organizations","8398","3830"
"18.11.2016","GB","ES","Charitable and Social Service Organizations","8398","150"
"14.09.2016","GB","AL","Charitable and Social Service Organizations","8398","24"
"14.09.2016","GB","PH","Charitable and Social Service Organizations","8398","189"
"27.11.2016","UA","IT","Florists","5193","3"
"08.12.2016","RU","PL","Professional and Personal Services","8999","2"
"10.10.2016","GB","US","Computer Maintenance and Programming","7379","40"
"27.09.2016","GB","CZ","Computer Maintenance and Programming","7379","7"
"05.11.2016","GB","UA","Computer Maintenance and Programming","7379","8"
"27.09.2016","LV","GB","Professional and Personal Services","8999","4"
"17.10.2016","RU","FI","Dating","7273","3"
"09.11.2016","GB","CI","Charitable and Social Service Organizations","8398","54"
"16.10.2016","RU","US","Professional and Personal Services","8999","36"
"28.09.2016","RU","BY","Dating","7273","207"
"26.09.2016","GB","LT","Charitable and Social Service Organizations","8398","162"
"25.11.2016","LV","KZ","Education","8299","2"
"30.11.2016","UA","RU","Stores and Shops","5200","7"
"10.10.2016","GB","CD","Charitable and Social Service Organizations","8398","12"
"29.09.2016","RU","LV","Professional and Personal Services","8999","4"
"20.11.2016","RU","LT","Stores and Shops","5200","9"
"15.10.2016","UA","FR","Florists","5193","10"
"17.10.2016","UA","GB","Computer Maintenance and Programming","7379","20"
"06.12.2016","RU","LV","Dating","7273","80"
"25.09.2016","CZ","UA","Computer Maintenance and Programming","7379","126"
"31.10.2016","GB","CZ","Charitable and Social Service Organizations","8398","9"
"24.11.2016","UA","GB","Tickets and Travel","7922","6"
"29.11.2016","GB","KZ","Charitable and Social Service Organizations","8398","34"
"30.09.2016","LV","ES","Professional and Personal Services","8999","2"
"09.09.2016","EE","US","Telecommunication Services","4814","2"
"31.10.2016","GB","US","Computer Maintenance and Programming","7379","56"
"28.11.2016","GB","JP","Computer Maintenance and Programming","7379","12"
"02.12.2016","UA","FR","Computer Maintenance and Programming","7379","11"
"26.10.2016","GB","PL","Computer Maintenance and Programming","7379","2"
"17.10.2016","LV","BY","Professional and Personal Services","8999","18"
"14.11.2016","UA","EE","Computer Maintenance and Programming","7379","9"
"19.09.2016","GB","FR","Charitable and Social Service Organizations","8398","90"
"19.11.2016","GB","KR","Charitable and Social Service Organizations","8398","24"
"27.11.2016","GB","TR","Charitable and Social Service Organizations","8398","36"
"28.09.2016","UA","RU","Stores and Shops","5200","9"
"19.11.2016","GB","CI","Charitable and Social Service Organizations","8398","4"
"07.10.2016","UA","RU","Education","8299","63"
"03.10.2016","GB","GH","Charitable and Social Service Organizations","8398","44"
"26.10.2016","RU","SG","Financial Services","6012","9"
"18.11.2016","RU","PK","Computer Maintenance and Programming","7379","5"
"30.09.2016","GB","SA","Charitable and Social Service Organizations","8398","48"
"28.11.2016","GB","DO","Charitable and Social Service Organizations","8398","21"
"20.11.2016","UA","DE","Charitable and Social Service Organizations","8398","6"
"09.09.2016","GB","TZ","Charitable and Social Service Organizations","8398","12"
"24.09.2016","GB","OM","Charitable and Social Service Organizations","8398","24"
"24.11.2016","GB","BR","Computer Maintenance and Programming","7379","18"
"23.10.2016","UA","GB","Florists","5193","8"
"10.09.2016","UA","RU","Education","8299","12"
"07.12.2016","LV","IL","Education","8299","8"
"17.11.2016","UA","GB","Education","8299","9"
"17.10.2016","GB","NL","Telecommunication Services","4814","18"
"08.10.2016","UA","TR","Florists","5193","72"
"12.11.2016","GB","UA","Computer Maintenance and Programming","7379","176"
"18.09.2016","GB","RO","Charitable and Social Service Organizations","8398","30"
"01.11.2016","UA","RU","Florists","5193","121"
"03.10.2016","RU","SN","Dating","7273","5"
"17.11.2016","GB","BJ","Charitable and Social Service Organizations","8398","7"
"23.09.2016","CZ","RU","Computer Maintenance and Programming","7379","84"
"04.11.2016","UA","LV","Computer Maintenance and Programming","7379","5"
"18.09.2016","GB","AZ","Charitable and Social Service Organizations","8398","88"
"25.11.2016","UA","RU","Computer Maintenance and Programming","7379","184"
"18.09.2016","RU","CH","Dating","7273","4"
"19.11.2016","GB","FI","Charitable and Social Service Organizations","8398","9"
"23.11.2016","UA","BY","Tickets and Travel","7922","20"
"05.10.2016","UA","FR","Education","8299","9"
"09.09.2016","GB","CL","Charitable and Social Service Organizations","8398","21"
"21.09.2016","UA","TR","Tickets and Travel","7922","6"
"13.11.2016","RU","UA","Professional and Personal Services","8999","5"
"18.11.2016","UA","GB","Tickets and Travel","7922","14"
"11.09.2016","RU","MD","Dating","7273","2"
"29.09.2016","UA","AZ","Florists","5193","27"
"28.09.2016","UA","CY","Education","8299","5"
"01.11.2016","RU","UA","Dating","7273","560"
"12.10.2016","GB","RU","Computer Maintenance and Programming","7379","128"
"09.11.2016","UA","CZ","Education","8299","32"
"20.11.2016","LV","RU","Education","8299","3"
"02.12.2016","UA","CY","Taxicabs and Limousines","4121","1"
"10.11.2016","RU","US","Computer Maintenance and Programming","7379","24"
"08.10.2016","GB","IT","Charitable and Social Service Organizations","8398","27"
"14.11.2016","GB","KE","Charitable and Social Service Organizations","8398","24"
"06.10.2016","UA","RU","Computer Maintenance and Programming","7379","102"
"19.10.2016","EE","AZ","Telecommunication Services","4814","3"
"09.11.2016","GB","FI","Charitable and Social Service Organizations","8398","18"
"24.10.2016","GB","NG","Management, Consulting, and Advertising Services","7311","1098"
"01.10.2016","GB","BR","Charitable and Social Service Organizations","8398","210"
"19.09.2016","RU","US","Stores and Shops","5200","6"
"24.09.2016","RU","TR","Dating","7273","3"
"30.09.2016","UA","US","Tickets and Travel","7922","24"
"30.09.2016","GB","ZA","Charitable and Social Service Organizations","8398","297"
"20.09.2016","UA","AR","Tickets and Travel","7922","14"
"24.11.2016","UA","BY","Tickets and Travel","7922","6"
"08.10.2016","RU","DE","Computer Maintenance and Programming","7379","49"
"16.09.2016","GB","IT","Professional and Personal Services","8999","10"
"22.11.2016","GB","TZ","Charitable and Social Service Organizations","8398","11"
"16.09.2016","LV","GB","Education","8299","21"
"29.11.2016","RU","BY","Dating","7273","304"
"15.09.2016","GB","MW","Charitable and Social Service Organizations","8398","21"
"11.10.2016","RU","GB","Dating","7273","45"
"03.10.2016","GB","JO","Computer Maintenance and Programming","7379","4"
"08.10.2016","GB","NI","Charitable and Social Service Organizations","8398","24"
"07.12.2016","SK","RU","Stores and Shops","5200","90"
"17.09.2016","GB","AZ","Charitable and Social Service Organizations","8398","110"
"27.09.2016","UA","AR","Stores and Shops","5200","28"
"28.10.2016","RU","CZ","Computer Maintenance and Programming","7379","5"
"20.11.2016","RU","US","Dating","7273","4"
"11.11.2016","LV","IE","Stores and Shops","5200","20"
"26.11.2016","RU","CZ","Computer Maintenance and Programming","7379","14"
"24.11.2016","GB","PL","Computer Maintenance and Programming","7379","6"
"23.10.2016","CZ","FR","Computer Maintenance and Programming","7379","110"
"21.11.2016","RU","AU","Computer Maintenance and Programming","7379","10"
"30.09.2016","GB","GE","Computer Maintenance and Programming","7379","18"
"08.11.2016","RU","CA","Dating","7273","6"
"14.10.2016","RU","ES","Financial Services","6012","10"
"29.09.2016","RU","FR","Dating","7273","4"
"26.11.2016","UA","LV","Taxicabs and Limousines","4121","3"
"22.11.2016","GB","CL","Charitable and Social Service Organizations","8398","18"
"08.11.2016","UA","AE","Tickets and Travel","7922","27"
"15.11.2016","GB","ID","Charitable and Social Service Organizations","8398","65"
"10.09.2016","RU","US","Computer Maintenance and Programming","7379","64"
"14.10.2016","GB","MX","Charitable and Social Service Organizations","8398","81"
"01.11.2016","LV","CA","Florists","5193","6"
"20.10.2016","UA","FR","Tickets and Travel","7922","10"
"17.11.2016","GB","IL","Charitable and Social Service Organizations","8398","115"
"20.09.2016","GB","US","Computer Maintenance and Programming","7379","22"
"10.11.2016","UA","RU","Education","8299","655"
"01.10.2016","GB","PL","Charitable and Social Service Organizations","8398","33"
"12.09.2016","RU","CH","Financial Services","6012","8"
"20.11.2016","RU","PT","Stores and Shops","5200","1"
"08.11.2016","RU","LV","Charitable and Social Service Organizations","8398","9"
"04.10.2016","EE","BY","Telecommunication Services","4814","8"
"22.09.2016","RU","BY","Financial Services","6012","16"
"14.11.2016","UA","CA","Taxicabs and Limousines","4121","7"
"03.12.2016","UA","AM","Education","8299","63"
"12.10.2016","UA","DE","Computer Maintenance and Programming","7379","20"
"22.11.2016","RU","US","Stores and Shops","5200","1"
"28.09.2016","GB","KZ","Charitable and Social Service Organizations","8398","152"
"28.11.2016","RU","EE","Professional and Personal Services","8999","12"
"15.09.2016","UA","RU","Tickets and Travel","7922","40"
"30.10.2016","GB","UA","Charitable and Social Service Organizations","8398","490"
"15.11.2016","UA","CZ","Tickets and Travel","7922","3"
"24.10.2016","UA","GB","Taxicabs and Limousines","4121","6"
"06.12.2016","RU","IE","Dating","7273","8"
"14.11.2016","UA","ES","Education","8299","14"
"09.11.2016","UA","DE","Computer Maintenance and Programming","7379","10"
"04.11.2016","RU","LV","Stores and Shops","5200","2"
"10.09.2016","RU","BG","Dating","7273","10"
"12.09.2016","GB","GE","Charitable and Social Service Organizations","8398","51"
"28.11.2016","GB","NG","Charitable and Social Service Organizations","8398","160"
"30.10.2016","GB","LV","Charitable and Social Service Organizations","8398","108"
"28.09.2016","UA","PT","Tickets and Travel","7922","5"
"10.11.2016","LV","GB","Professional and Personal Services","8999","8"
"27.09.2016","GB","CA","Computer Maintenance and Programming","7379","8"
"27.10.2016","GB","AM","Computer Maintenance and Programming","7379","18"
"10.11.2016","GB","CZ","Computer Maintenance and Programming","7379","2"
"16.11.2016","RU","NG","Financial Services","6012","4"
"08.10.2016","GB","DE","Charitable and Social Service Organizations","8398","102"
"07.11.2016","GB","CL","Charitable and Social Service Organizations","8398","14"
"10.11.2016","GB","US","Charitable and Social Service Organizations","8398","3685"
"19.10.2016","GB","UA","Computer Maintenance and Programming","7379","150"
"25.10.2016","UA","WS","Florists","5193","20"
"08.10.2016","RU","IT","Computer Maintenance and Programming","7379","16"
"11.11.2016","GB","TJ","Charitable and Social Service Organizations","8398","18"
"18.09.2016","RU","ES","Stores and Shops","5200","24"
"06.10.2016","GB","GH","Charitable and Social Service Organizations","8398","24"
"30.11.2016","UA","LB","Stores and Shops","5200","15"
"21.10.2016","GB","MA","Charitable and Social Service Organizations","8398","21"
"01.10.2016","RU","BR","Computer Maintenance and Programming","7379","2"
"22.10.2016","GB","GI","Charitable and Social Service Organizations","8398","21"
"12.11.2016","EE","AZ","Telecommunication Services","4814","18"
"23.11.2016","GB","HK","Computer Maintenance and Programming","7379","11"
"02.10.2016","GB","JP","Computer Maintenance and Programming","7379","16"
"29.09.2016","GB","CA","Computer Maintenance and Programming","7379","16"
"08.11.2016","GB","IN","Charitable and Social Service Organizations","8398","592"
"08.11.2016","GB","FR","Computer Maintenance and Programming","7379","8"
"21.09.2016","GB","RU","Professional and Personal Services","8999","8"
"18.11.2016","GB","PK","Charitable and Social Service Organizations","8398","90"
"02.10.2016","UA","TR","Hotels, Motels, Resorts","7011","9"
"30.09.2016","RU","SA","Computer Maintenance and Programming","7379","4"
"22.10.2016","UA","GB","Computer Maintenance and Programming","7379","8"
"14.10.2016","RU","EE","Dating","7273","12"
"09.09.2016","RU","CL","Computer Maintenance and Programming","7379","9"
"16.09.2016","RU","IL","Dating","7273","5"
"15.09.2016","LV","UA","Professional and Personal Services","8999","261"
"30.11.2016","UA","LV","Education","8299","28"
"06.12.2016","GB","MT","Telecommunication Services","4814","12"
"17.11.2016","GB","PH","Charitable and Social Service Organizations","8398","12"
"13.10.2016","GB","MT","Charitable and Social Service Organizations","8398","60"
"25.11.2016","GB","GH","Charitable and Social Service Organizations","8398","21"
"03.11.2016","GB","DE","Computer Maintenance and Programming","7379","2"
"10.09.2016","GB","UG","Charitable and Social Service Organizations","8398","6"
"15.09.2016","UA","SA","Education","8299","48"
"02.11.2016","GB","TR","Charitable and Social Service Organizations","8398","36"
"31.10.2016","GB","CA","Charitable and Social Service Organizations","8398","217"
"07.10.2016","RU","FR","Stores and Shops","5200","1"
"19.11.2016","UA","LB","Florists","5193","2"
"12.10.2016","GB","FI","Charitable and Social Service Organizations","8398","77"
"19.09.2016","GB","DZ","Charitable and Social Service Organizations","8398","42"
"22.10.2016","GB","MD","Computer Maintenance and Programming","7379","3"
"23.11.2016","UA","FI","Florists","5193","6"
"27.10.2016","UA","ID","Stores and Shops","5200","54"
"04.11.2016","GB","JO","Charitable and Social Service Organizations","8398","9"
"01.11.2016","RU","LV","Dating","7273","16"
"10.11.2016","GB","UG","Charitable and Social Service Organizations","8398","18"
"08.09.2016","GB","UA","Computer Maintenance and Programming","7379","180"
"18.11.2016","UA","LV","Education","8299","28"
"09.11.2016","GB","RU","Computer Maintenance and Programming","7379","376"
"17.09.2016","UA","IL","Computer Maintenance and Programming","7379","8"
"20.11.2016","UA","IT","Tickets and Travel","7922","9"
"19.09.2016","RU","GB","Education","8299","2"
"15.10.2016","GB","SE","Charitable and Social Service Organizations","8398","5"
"24.10.2016","RU","KG","Dating","7273","4"
"23.09.2016","GB","BE","Charitable and Social Service Organizations","8398","27"
"28.10.2016","GB","CZ","Charitable and Social Service Organizations","8398","135"
"26.09.2016","CZ","RU","Computer Maintenance and Programming","7379","102"
"05.12.2016","UA","CZ","Florists","5193","6"
"28.10.2016","GB","US","Computer Maintenance and Programming","7379","15"
"13.11.2016","RU","LV","Professional and Personal Services","8999","4"
"23.10.2016","RU","NL","Stores and Shops","5200","4"
"25.11.2016","UA","BY","Education","8299","171"
"03.11.2016","UA","RU","Computer Maintenance and Programming","7379","250"
"15.11.2016","RU","BE","Stores and Shops","5200","5"
"02.10.2016","UA","SE","Tickets and Travel","7922","4"
"19.09.2016","UA","SE","Florists","5193","3"
"16.09.2016","GB","BY","Computer Maintenance and Programming","7379","4"
"18.11.2016","UA","KG","Computer Maintenance and Programming","7379","4"
"22.11.2016","RU","CL","Computer Maintenance and Programming","7379","5"
"19.11.2016","GB","RU","Computer Maintenance and Programming","7379","28"
"26.11.2016","GB","US","Computer Maintenance and Programming","7379","10"
"26.10.2016","GB","VE","Charitable and Social Service Organizations","8398","21"
"11.10.2016","SK","RU","Stores and Shops","5200","56"
"10.09.2016","GB","US","Charitable and Social Service Organizations","8398","5192"
"17.09.2016","GB","SV","Charitable and Social Service Organizations","8398","24"
"21.11.2016","GB","AU","Charitable and Social Service Organizations","8398","153"
"07.12.2016","RU","GB","Dating","7273","9"
"21.11.2016","RU","GB","Stores and Shops","5200","14"
"17.11.2016","LV","RU","Professional and Personal Services","8999","160"
"25.10.2016","RU","MD","Dating","7273","50"
"02.10.2016","UA","MD","Tickets and Travel","7922","4"
"06.10.2016","RU","FR","Dating","7273","8"
"19.09.2016","UA","SE","Tickets and Travel","7922","11"
"22.10.2016","GB","NG","Management, Consulting, and Advertising Services","7311","656"
"29.09.2016","GB","GT","Charitable and Social Service Organizations","8398","42"
"08.09.2016","GB","AR","Charitable and Social Service Organizations","8398","153"
"21.10.2016","LV","PL","Professional and Personal Services","8999","5"
"18.11.2016","UA","BG","Charitable and Social Service Organizations","8398","8"
"03.11.2016","UA","RU","Taxicabs and Limousines","4121","16"
"15.11.2016","GB","LV","Computer Maintenance and Programming","7379","48"
"01.11.2016","LV","IT","Education","8299","1"
"10.10.2016","UA","PT","Tickets and Travel","7922","14"
"18.11.2016","GB","RU","Telecommunication Services","4814","12"
"08.10.2016","GB","PK","Charitable and Social Service Organizations","8398","36"
"07.11.2016","GB","KZ","Computer Maintenance and Programming","7379","2"
"30.09.2016","EE","LV","Telecommunication Services","4814","27"
"20.11.2016","GB","TR","Charitable and Social Service Organizations","8398","40"
"03.10.2016","RU","UA","Professional and Personal Services","8999","6"
"02.10.2016","UA","US","Education","8299","4"
"01.12.2016","RU","GB","Dating","7273","2"
"20.10.2016","UA","NO","Florists","5193","2"
"29.11.2016","UA","TR","Computer Maintenance and Programming","7379","20"
"26.10.2016","UA","RU","Tickets and Travel","7922","21"
"03.10.2016","UA","US","Management, Consulting, and Advertising Services","7311","14"
"24.10.2016","LV","IT","Computer Maintenance and Programming","7379","7"
"05.12.2016","UA","IT","Stores and Shops","5200","12"
"20.10.2016","GB","KW","Charitable and Social Service Organizations","8398","15"
"21.10.2016","RU","UZ","Dating","7273","20"
"25.11.2016","RU","FR","Dating","7273","11"
"19.10.2016","UA","US","Computer Maintenance and Programming","7379","10"
"21.11.2016","RU","CA","Computer Maintenance and Programming","7379","18"
"02.10.2016","RU","KZ","Financial Services","6012","4"
"11.10.2016","GB","AG","Charitable and Social Service Organizations","8398","6"
"18.11.2016","GB","DE","Charitable and Social Service Organizations","8398","16"
"10.10.2016","SK","RU","Stores and Shops","5200","132"
"08.10.2016","RU","PT","Dating","7273","8"
"16.09.2016","GB","PA","Charitable and Social Service Organizations","8398","21"
"31.10.2016","UA","IE","Computer Maintenance and Programming","7379","5"
"18.11.2016","RU","IT","Computer Maintenance and Programming","7379","5"
"03.11.2016","UA","PE","Florists","5193","9"
"08.09.2016","GB","SG","Charitable and Social Service Organizations","8398","6"
"14.10.2016","GB","AZ","Charitable and Social Service Organizations","8398","42"
"04.11.2016","GB","US","Computer Maintenance and Programming","7379","15"
"14.10.2016","RU","CH","Dating","7273","7"
"22.10.2016","UA","GB","Taxicabs and Limousines","4121","20"
"10.11.2016","GB","UA","Telecommunication Services","4814","372"
"23.10.2016","UA","BY","Computer Maintenance and Programming","7379","10"
"04.11.2016","GB","CZ","Charitable and Social Service Organizations","8398","7"
"20.09.2016","UA","US","Medical and Hospital Services","5047","6"
"05.11.2016","UA","PL","Tickets and Travel","7922","5"
"19.10.2016","GB","AR","Charitable and Social Service Organizations","8398","700"
"29.10.2016","GB","KZ","Charitable and Social Service Organizations","8398","147"
"04.12.2016","UA","KZ","Computer Maintenance and Programming","7379","25"
"26.09.2016","GB","BR","Computer Maintenance and Programming","7379","6"
"29.09.2016","UA","AZ","Tickets and Travel","7922","3"
"30.11.2016","GB","DE","Charitable and Social Service Organizations","8398","1"
"24.11.2016","GB","BE","Charitable and Social Service Organizations","8398","21"
"23.10.2016","GB","PR","Charitable and Social Service Organizations","8398","14"
"05.12.2016","CZ","US","Computer Maintenance and Programming","7379","140"
"15.11.2016","CZ","KZ","Computer Maintenance and Programming","7379","42"
"25.11.2016","UA","AZ","Florists","5193","6"
"11.11.2016","UA","KZ","Education","8299","112"
"15.09.2016","GB","MD","Charitable and Social Service Organizations","8398","81"
"28.10.2016","GB","JO","Charitable and Social Service Organizations","8398","21"
"26.09.2016","UA","BY","Tickets and Travel","7922","5"
"18.11.2016","RU","US","Florists","5193","9"
"06.11.2016","RU","NL","Stores and Shops","5200","4"
"24.09.2016","UA","BY","Computer Maintenance and Programming","7379","20"
"24.09.2016","GB","US","Charitable and Social Service Organizations","8398","939"
"21.10.2016","UA","BZ","Taxicabs and Limousines","4121","8"
"22.09.2016","GB","PY","Charitable and Social Service Organizations","8398","27"
"30.10.2016","UA","DE","Education","8299","4"
"29.09.2016","UA","RU","Computer Maintenance and Programming","7379","69"
"11.11.2016","RU","US","Financial Services","6012","12"
"08.12.2016","RU","AT","Stores and Shops","5200","10"
"15.11.2016","UA","CL","Florists","5193","2"
"11.09.2016","UA","IL","Florists","5193","8"
"06.10.2016","UA","AZ","Florists","5193","15"
"01.11.2016","GB","AM","Computer Maintenance and Programming","7379","16"
"13.09.2016","LV","LT","Professional and Personal Services","8999","3"
"14.09.2016","GB","TZ","Charitable and Social Service Organizations","8398","56"
"23.09.2016","GB","LB","Charitable and Social Service Organizations","8398","24"
"10.10.2016","RU","GB","Dating","7273","9"
"29.09.2016","GB","AT","Charitable and Social Service Organizations","8398","1"
"15.10.2016","GB","AE","Charitable and Social Service Organizations","8398","36"
"06.11.2016","UA","GB","Florists","5193","22"
"23.09.2016","UA","BY","Tickets and Travel","7922","1"
"17.10.2016","UA","GE","Taxicabs and Limousines","4121","6"
"21.11.2016","GB","CA","Charitable and Social Service Organizations","8398","77"
"12.11.2016","GB","PG","Charitable and Social Service Organizations","8398","20"
"29.09.2016","UA","BY","Education","8299","7"
"15.09.2016","GB","VE","Charitable and Social Service Organizations","8398","42"
"23.11.2016","CZ","RU","Computer Maintenance and Programming","7379","282"
"21.10.2016","RU","LT","Dating","7273","5"
"23.10.2016","GB","CH","Computer Maintenance and Programming","7379","8"
"18.11.2016","GB","IT","Charitable and Social Service Organizations","8398","70"
"19.09.2016","UA","KZ","Education","8299","9"
"06.11.2016","GB","DE","Electronic Sales","5732","40"
"19.09.2016","GB","SN","Charitable and Social Service Organizations","8398","70"
"18.11.2016","RU","DE","Computer Maintenance and Programming","7379","15"
"24.10.2016","UA","GB","Computer Maintenance and Programming","7379","28"
"25.10.2016","UA","IL","Florists","5193","14"
"24.09.2016","UA","RU","Education","8299","232"
"02.11.2016","GB","BG","Charitable and Social Service Organizations","8398","36"
"04.10.2016","GB","PE","Charitable and Social Service Organizations","8398","27"
"17.09.2016","GB","BD","Charitable and Social Service Organizations","8398","21"
"19.09.2016","RU","US","Financial Services","6012","9"
"12.09.2016","GB","ZW","Charitable and Social Service Organizations","8398","180"
"10.09.2016","RU","TR","Dating","7273","18"
"19.09.2016","UA","AE","Florists","5193","24"
"01.12.2016","SK","RU","Stores and Shops","5200","208"
"18.11.2016","UA","TR","Florists","5193","12"
"31.10.2016","GB","LA","Charitable and Social Service Organizations","8398","27"
"21.09.2016","UA","GB","Florists","5193","36"
"27.10.2016","GB","PL","Charitable and Social Service Organizations","8398","6"
"27.10.2016","UA","GE","Computer Maintenance and Programming","7379","8"
"18.11.2016","UA","QA","Florists","5193","12"
"13.09.2016","GB","GY","Charitable and Social Service Organizations","8398","42"
"07.11.2016","UA","ID","Florists","5193","5"
"16.10.2016","GB","KG","Charitable and Social Service Organizations","8398","6"
"24.11.2016","CZ","RU","Computer Maintenance and Programming","7379","252"
"20.11.2016","UA","PL","Tickets and Travel","7922","30"
"03.11.2016","GB","UY","Charitable and Social Service Organizations","8398","3"
"02.11.2016","UA","PK","Florists","5193","1"
"23.09.2016","GB","BR","Computer Maintenance and Programming","7379","20"
"20.09.2016","LV","ES","Stores and Shops","5200","100"
"03.10.2016","RU","TJ","Dating","7273","11"
"03.11.2016","GB","BO","Charitable and Social Service Organizations","8398","18"
"13.09.2016","RU","GB","Florists","5193","9"
"10.11.2016","RU","TR","Dating","7273","45"
"29.09.2016","GB","GH","Charitable and Social Service Organizations","8398","30"
"01.12.2016","UA","SA","Florists","5193","5"
"14.10.2016","RU","ES","Stores and Shops","5200","5"
"31.10.2016","GB","AU","Charitable and Social Service Organizations","8398","294"
"31.10.2016","RU","GB","Stores and Shops","5200","3"
"30.11.2016","UA","TR","Florists","5193","8"
"17.10.2016","GB","SI","Charitable and Social Service Organizations","8398","9"
"30.10.2016","UA","IT","Education","8299","22"
"17.10.2016","LV","DE","Florists","5193","27"
"09.09.2016","GB","TG","Charitable and Social Service Organizations","8398","8"
"19.09.2016","GB","CY","Charitable and Social Service Organizations","8398","6"
"24.09.2016","RU","US","Computer Maintenance and Programming","7379","18"
"16.11.2016","RU","BY","Dating","7273","186"
"20.10.2016","GB","MD","Computer Maintenance and Programming","7379","8"
"22.09.2016","GB","IL","Computer Maintenance and Programming","7379","4"
"26.11.2016","RU","JO","Computer Maintenance and Programming","7379","2"
"26.10.2016","LV","UA","Professional and Personal Services","8999","259"
